Season,Team,Game Date,Start Time,Location,Opponent,Outcome,Game Length,Team Score,Opponent Score,Wins,Losses,Win/Loss Streak
2023,CHO,"Fri, Mar 17, 2023",7:00p,Home,Philadelphia 76ers,Loss,Normal,82,121,22,50,L 4
2023,CHO,"Mon, Mar 20, 2023",7:00p,Home,Indiana Pacers,Win,Normal,115,109,23,50,W 1
2023,CHO,"Thu, Mar 23, 2023",8:00p,Away,New Orleans Pelicans,Loss,Normal,96,115,23,51,L 1
2023,CHO,"Fri, Mar 24, 2023",8:30p,Away,Dallas Mavericks,Win,Normal,117,109,24,51,W 1
2023,CHO,"Sun, Mar 26, 2023",1:00p,Home,Dallas Mavericks,Win,Normal,110,104,25,51,W 2
2023,CHO,"Tue, Mar 28, 2023",8:00p,Away,Oklahoma City Thunder,Win,Normal,137,134,26,51,W 3
2023,CHO,"Fri, Mar 31, 2023",7:00p,Home,Chicago Bulls,Loss,Normal,91,121,26,52,L 1
2023,CHO,"Sun, Apr 2, 2023",1:00p,Home,Toronto Raptors,Loss,Normal,108,128,26,53,L 2
2023,CHO,"Tue, Apr 4, 2023",7:00p,Home,Toronto Raptors,Loss,Normal,100,120,26,54,L 3
2023,CHO,"Fri, Apr 7, 2023",7:00p,Home,Houston Rockets,Loss,Normal,109,112,26,55,L 4
2023,CHO,"Sun, Apr 9, 2023",1:00p,Away,Cleveland Cavaliers,Win,Normal,106,95,27,55,W 1
