Season,Team,Game Date,Start Time,Location,Opponent,Outcome,Game Length,Team Score,Opponent Score,Wins,Losses,Win/Loss Streak
2023,PHI,"Sun, Mar 12, 2023",6:00p,Home,Washington Wizards,Win,Normal,112,93,45,22,W 5
2023,PHI,"Wed, Mar 15, 2023",7:30p,Away,Cleveland Cavaliers,Win,Normal,118,109,46,22,W 6
2023,PHI,"Fri, Mar 17, 2023",7:00p,Away,Charlotte Hornets,Win,Normal,121,82,47,22,W 7
2023,PHI,"Sat, Mar 18, 2023",7:00p,Away,Indiana Pacers,Win,Normal,141,121,48,22,W 8
2023,PHI,"Mon, Mar 20, 2023",7:00p,Home,Chicago Bulls,Loss,Normal,105,109,48,23,L 1
2023,PHI,"Wed, Mar 22, 2023",8:00p,Away,Chicago Bulls,Win,Normal,116,91,49,23,W 1
2023,PHI,"Fri, Mar 24, 2023",10:00p,Away,Golden State Warriors,Loss,Normal,112,120,49,24,L 1
2023,PHI,"Sat, Mar 25, 2023",10:00p,Away,Phoenix Suns,Loss,Normal,105,125,49,25,L 2
2023,PHI,"Mon, Mar 27, 2023",9:30p,Away,Denver Nuggets,Loss,Normal,111,116,49,26,L 3
2023,PHI,"Wed, Mar 29, 2023",7:30p,Home,Dallas Mavericks,Win,Normal,116,108,50,26,W 1
2023,PHI,"Fri, Mar 31, 2023",7:00p,Home,Toronto Raptors,Win,Normal,117,110,51,26,W 2
2023,PHI,"Sun, Apr 2, 2023",8:00p,Away,Milwaukee Bucks,Loss,Normal,104,117,51,27,L 1
2023,PHI,"Tue, Apr 4, 2023",8:00p,Home,Boston Celtics,Win,Normal,103,101,52,27,W 1
2023,PHI,"Thu, Apr 6, 2023",7:30p,Home,Miami Heat,Loss,Normal,101,129,52,28,L 1
2023,PHI,"Fri, Apr 7, 2023",7:30p,Away,Atlanta Hawks,Win,Overtime,136,131,53,28,W 1
2023,PHI,"Sun, Apr 9, 2023",1:00p,Away,Brooklyn Nets,Win,Normal,134,105,54,28,W 2
